Hour,Occurrence Day Of Week,Incidents,Area Unit,Date,Number of Victimisations,Latitude,Longitude
4:00 pm,Tue,Theft,Royal Oak,2023-01-31,1,-36.90998949,174.7745561
1:00 am,Tue,Burglary,Mt Wellington South,2023-01-31,1,-36.91797272,174.8449859
6:00 am,Tue,Theft,Dingwall,2023-01-31,1,-36.96607834,174.8637728
2:00 pm,Tue,Theft,Blockhouse Bay,2023-01-31,1,-36.92592048,174.7044306
6:00 am,Tue,Burglary,Parnell West,2023-01-31,1,-36.8521888,174.7788781
8:00 am,Tue,Theft,Surrey Crescent,2023-01-31,1,-36.86809736,174.7286649
2:00 pm,Tue,Theft,Sandringham West,2023-01-31,1,-36.88537911,174.731718
8:00 pm,Tue,Theft,Newmarket,2023-01-31,1,-36.86801922,174.7744191
12:00 pm,Tue,Theft,Rongomai,2023-01-31,1,-36.97569747,174.8962909
6:00 pm,Tue,Theft,Point Chevalier East,2023-01-31,1,-36.86854132,174.7123863
4:00 pm,Tue,Theft,Roberton,2023-01-31,1,-36.89195245,174.6969147
3:00 pm,Tue,Theft,Auckland Harbourside,2023-01-31,1,-36.84891043,174.775369
10:00 pm,Tue,Burglary,Glen Innes North,2023-01-31,1,-36.86453587,174.8775489
9:00 am,Tue,Burglary,Leabank,2023-01-31,1,-37.02682408,174.891256
2:00 pm,Tue,Theft,Auckland Central East,2023-01-31,1,-36.84989702,174.7653039
11:00 am,Tue,Theft,Albany,2023-01-31,1,-36.72363854,174.7089796
8:00 pm,Tue,Theft,Papatoetoe Central,2023-01-31,1,-36.98021142,174.8537365
3:00 pm,Tue,Battery,Auckland Harbourside,2023-01-31,1,-36.84470031,174.7697223
5:00 pm,Tue,Theft,Wakeling,2023-01-31,1,-36.86273321,174.647489
7:00 pm,Tue,Theft,Manukau Central,2023-01-31,1,-36.99121216,174.8743641
2:00 pm,Tue,Theft,Highbrook,2023-01-31,1,-36.9287516,174.8906098
6:00 pm,Tue,Battery,Panmure Basin,2023-01-31,1,-36.90890812,174.844015
12:00 am,Tue,Burglary,Target Road,2023-01-31,1,-36.7675338,174.721034
3:00 am,Tue,Theft,Tuff Crater,2023-01-31,1,-36.80131648,174.7571291
2:00 pm,Tue,Robbery,Auckland Central East,2023-01-31,1,-36.84540178,174.7669995
3:00 am,Tue,Burglary,Auckland Central West,2023-01-31,1,-36.85251257,174.7571203
4:00 pm,Tue,Theft,Balmoral,2023-01-31,2,-36.87698856,174.7515977
1:00 pm,Tue,Theft,Mt Wellington South,2023-01-31,1,-36.91659477,174.8418528
10:00 am,Tue,Theft,Sunnynook,2023-01-31,1,-36.75588382,174.7421271
5:00 pm,Tue,Theft,Balmoral,2023-01-31,1,-36.87698856,174.7515977
10:00 pm,Tue,Theft,Balmoral,2023-01-31,1,-36.87698856,174.7515977
2:00 pm,Tue,Theft,Lynnmall,2023-01-31,1,-36.90905794,174.6918133
3:00 pm,Tue,Theft,Mt Wellington South,2023-01-31,4,-36.91659477,174.8418528
9:00 am,Tue,Theft,Point Chevalier East,2023-01-31,1,-36.86971314,174.7099247
10:00 pm,Tue,Burglary,Parakai Rural,2023-01-31,1,-36.66834893,174.4440892
2:00 am,Tue,Robbery,Epsom South,2023-01-31,1,-36.89294081,174.7650586
7:00 pm,Tue,Battery,Mangere East,2023-01-31,3,-36.9622004,174.8324081
9:00 am,Tue,Theft,Papatoetoe Central,2023-01-31,1,-36.97113232,174.8597817
8:00 pm,Tue,Theft,New Lynn North,2023-01-31,1,-36.9081816,174.6796099
11:00 am,Tue,Theft,Mt Hobson,2023-01-31,1,-36.87555026,174.7808478
1:00 pm,Tue,Theft,Mt Hobson,2023-01-31,1,-36.87275394,174.7783577
3:00 pm,Tue,Robbery,Newmarket,2023-01-31,2,-36.86974642,174.7772228
6:00 pm,Tue,Theft,Hingaia,2023-01-31,1,-37.06581128,174.9166922
11:00 am,Tue,Theft,St Lukes,2023-01-31,1,-36.87619645,174.7349193
5:00 pm,Tue,Theft,Kauri Park,2023-01-31,1,-36.81099863,174.724592
12:00 pm,Tue,Theft,Manukau Central,2023-01-31,2,-36.99121216,174.8743641
7:00 pm,Tue,Theft,Kauri Park,2023-01-31,1,-36.81099863,174.724592
10:00 am,Tue,Burglary,Mission Bay,2023-01-31,1,-36.86272035,174.8326409
7:00 pm,Tue,Theft,Pinehill,2023-01-31,1,-36.73007535,174.7186223
2:00 pm,Tue,Theft,Rongomai,2023-01-31,1,-36.95929132,174.8950888
8:00 pm,Tue,Theft,Glenfield Central,2023-01-31,1,-36.78255279,174.722369
12:00 am,Tue,Battery,Akarana,2023-01-31,1,-36.90642563,174.744225
2:00 am,Tue,Burglary,Auckland Harbourside,2023-01-31,1,-36.84122098,174.7561549
4:00 pm,Tue,Theft,Auckland Central West,2023-01-31,1,-36.85170492,174.762797
3:00 am,Tue,Theft,Newmarket,2023-01-31,1,-36.86491766,174.7701017
11:00 am,Tue,Theft,Meadowbank South,2023-01-31,1,-36.87641703,174.8287921
8:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.88061673,174.6338536
9:00 pm,Tue,Battery,Pukekohe North,2023-01-31,1,-37.1926436,174.890245
11:00 am,Tue,Burglary,Manurewa Central,2023-01-31,1,-37.02087024,174.8886696
2:00 am,Tue,Harrassment,Otara North,2023-01-31,1,-36.96022696,174.8781686
4:00 pm,Tue,Theft,Dannemora,2023-01-31,1,-36.93171883,174.9128209
3:00 pm,Tue,Burglary,Herne Bay,2023-01-31,1,-36.8466423,174.7283644
4:00 am,Tue,Burglary,Takapuna Central,2023-01-31,1,-36.78799867,174.7656272
11:00 am,Tue,Theft,Mangere Central,2023-01-31,2,-36.97181526,174.7988405
1:00 pm,Tue,Theft,Hillsborough West,2023-01-31,1,-36.91580778,174.7565123
9:00 pm,Tue,Burglary,Papakura North East,2023-01-31,1,-37.05913866,174.9466483
3:00 pm,Tue,Theft,Papakura Central,2023-01-31,1,-37.06462111,174.9414099
2:00 pm,Tue,Burglary,Pigeon Mountain North,2023-01-31,1,-36.89093806,174.9082677
3:00 pm,Tue,Theft,Dannemora,2023-01-31,1,-36.93171883,174.9128209
1:00 pm,Tue,Theft,Hillpark,2023-01-31,1,-37.01396881,174.8986287
10:00 am,Tue,Theft,Henderson South,2023-01-31,2,-36.88292606,174.6345496
6:00 pm,Tue,Battery,Takanini South,2023-01-31,1,-37.0406109,174.9436964
5:00 pm,Tue,Theft,Massey West,2023-01-31,2,-36.83395787,174.6026255
1:00 pm,Tue,Theft,Lake Pupuke,2023-01-31,1,-36.77140662,174.7643996
11:00 pm,Tue,Theft,Clendon South,2023-01-31,1,-37.03515319,174.8609958
5:00 pm,Tue,Theft,Auckland Central West,2023-01-31,1,-36.84828715,174.7644706
11:00 am,Tue,Sexual Assault,Manukau Central,2023-01-31,1,-37.01250711,174.8465444
3:00 pm,Tue,Theft,Auckland Central West,2023-01-31,1,-36.84828715,174.7644706
4:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.88615336,174.6426115
1:00 am,Tue,Burglary,Rosebank,2023-01-31,1,-36.87395032,174.6673263
3:00 am,Tue,Burglary,Dannemora,2023-01-31,1,-36.93171883,174.9128209
8:00 pm,Tue,Burglary,Blockhouse Bay,2023-01-31,1,-36.92195525,174.703198
8:00 am,Tue,Battery,Ormiston,2023-01-31,1,-36.98282423,174.9400512
12:00 pm,Tue,Theft,Manukau Central,2023-01-31,1,-37.00773558,174.8613954
6:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.88292606,174.6345496
11:00 am,Tue,Theft,Fruitvale,2023-01-31,1,-36.91563401,174.6710966
2:00 pm,Tue,Theft,Sunnynook,2023-01-31,1,-36.759664,174.7388312
9:00 am,Tue,Theft,Whenuapai West,2023-01-31,1,-36.81004025,174.6053882
7:00 pm,Tue,Theft,Fruitvale,2023-01-31,1,-36.91404279,174.6674011
9:00 am,Tue,Theft,Manurewa Central,2023-01-31,1,-37.0224408,174.896293
3:00 pm,Tue,Theft,Mt Eden North,2023-01-31,1,-36.86980115,174.7610834
1:00 pm,Tue,Theft,Glen Eden East,2023-01-31,1,-36.90736365,174.6613756
8:00 am,Tue,Theft,Windsor Park,2023-01-31,1,-36.7386582,174.7258422
10:00 am,Tue,Theft,Ellerslie South,2023-01-31,1,-36.89642477,174.8027213
10:00 pm,Tue,Theft,Auckland Central West,2023-01-31,1,-36.85099973,174.7598113
5:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.88091947,174.6300692
9:00 pm,Tue,Theft,Waiata,2023-01-31,1,-36.87849,174.814296
8:00 pm,Tue,Burglary,Hamlin,2023-01-31,1,-36.90799137,174.8352868
5:00 am,Tue,Theft,Otara South,2023-01-31,1,-36.97697858,174.8826593
9:00 am,Tue,Theft,Mt Eden East,2023-01-31,1,-36.88405888,174.758453
12:00 am,Tue,Theft,Abbotts Park,2023-01-31,1,-36.88567716,174.8062713
12:00 pm,Tue,Theft,Ellerslie North,2023-01-31,1,-36.89684234,174.810328
11:00 am,Tue,Theft,Favona West,2023-01-31,1,-36.95535029,174.800779
2:00 pm,Tue,Theft,Penrose,2023-01-31,1,-36.92490542,174.8244809
3:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.89345834,174.6252521
11:00 pm,Tue,Theft,Henderson North,2023-01-31,1,-36.88416018,174.6444192
5:00 am,Tue,Burglary,Manurewa Central,2023-01-31,1,-37.0250269,174.8911421
11:00 am,Tue,Theft,Sandringham North,2023-01-31,1,-36.88277881,174.733734
10:00 am,Tue,Theft,Sandringham North,2023-01-31,1,-36.88277881,174.733734
3:00 pm,Tue,Theft,Sandringham North,2023-01-31,2,-36.88277881,174.733734
8:00 am,Tue,Theft,Bledisloe Park,2023-01-31,1,-37.20406087,174.9101183
10:00 am,Tue,Theft,Henderson South,2023-01-31,1,-36.88065872,174.6323057
7:00 pm,Tue,Theft,Auckland Central East,2023-01-31,1,-36.84876506,174.7731748
12:00 pm,Tue,Theft,Pukekohe North,2023-01-31,1,-37.19919774,174.9023929
2:00 pm,Tue,Theft,Lynfield South,2023-01-31,1,-36.92507181,174.7225251
6:00 pm,Tue,Burglary,Stonefields,2023-01-31,1,-36.88490017,174.8373515
1:00 pm,Tue,Theft,Manurewa Central,2023-01-31,1,-37.02271538,174.8930206
1:00 am,Tue,Theft,Patumahoe,2023-01-31,1,-37.1873529,174.8339879
3:00 pm,Tue,Theft,Manukau Central,2023-01-31,1,-36.99207534,174.8805324
2:00 pm,Tue,Theft,Manukau Central,2023-01-31,1,-36.99207534,174.8805324
7:00 pm,Tue,Theft,Harania West,2023-01-31,1,-36.96626759,174.8244719
7:00 pm,Tue,Theft,Randwick Park,2023-01-31,1,-37.02186281,174.9160462
12:00 pm,Tue,Battery,Parrs Park,2023-01-31,1,-36.90479113,174.6292985
7:00 am,Tue,Theft,Rosebank,2023-01-31,1,-36.87661615,174.6754415
1:00 pm,Tue,Theft,Henderson South,2023-01-31,1,-36.88065872,174.6323057
11:00 am,Tue,Theft,Sherbourne,2023-01-31,1,-36.87358566,174.7508213
3:00 pm,Tue,Theft,Oratia,2023-01-31,1,-36.91144352,174.6230752
5:00 pm,Tue,Theft,Manukau Central,2023-01-31,1,-36.99207534,174.8805324
11:00 pm,Tue,Theft,Auckland Central West,2023-01-31,1,-36.84965444,174.7645458
8:00 pm,Tue,Theft,Pukekohe North,2023-01-31,1,-37.19919774,174.9023929
2:00 am,Tue,Theft,Redoubt South,2023-01-31,1,-37.00164966,174.9037326
9:00 pm,Tue,Theft,Wellsford,2023-01-31,1,-36.29141472,174.5211986
4:00 am,Tue,Theft,Westmere,2023-01-31,1,-36.85828466,174.7275716
8:00 am,Tue,Theft,Takanini West,2023-01-31,1,-37.03993521,174.9030792
11:00 am,Tue,Theft,Takanini South,2023-01-31,1,-37.04395663,174.9291779
6:00 pm,Tue,Theft,Takanini North,2023-01-31,1,-37.03784145,174.9144793
7:00 pm,Tue,Theft,Takanini West,2023-01-31,1,-37.03993521,174.9030792
9:00 pm,Tue,Battery,Henderson South,2023-01-31,1,-36.8892189,174.6182585
4:00 am,Tue,Burglary,Puhinui South,2023-01-31,1,-36.98533104,174.8760424
7:00 am,Tue,Theft,Mt Hobson,2023-01-31,1,-36.87456366,174.7775368
8:00 am,Tue,Theft,Owairaka West,2023-01-31,1,-36.89836438,174.7149496
4:00 am,Tue,Burglary,Ellerslie South,2023-01-31,1,-36.90904739,174.8176185
3:00 am,Tue,Theft,Hillsborough East,2023-01-31,1,-36.92678901,174.7578172
11:00 am,Tue,Theft,Walmsley,2023-01-31,1,-36.90398031,174.725436
5:00 pm,Tue,Theft,Highland Park,2023-01-31,1,-36.89887545,174.9075079
5:00 pm,Tue,Theft,Mt Wellington South,2023-01-31,1,-36.92483526,174.8610688
3:00 pm,Tue,Theft,Highbrook,2023-01-31,1,-36.93929095,174.8716729
3:00 pm,Tue,Theft,Puhinui South,2023-01-31,1,-36.98533104,174.8760424
1:00 am,Tue,Theft,Manurewa Central,2023-01-31,1,-37.02075712,174.8923738
3:00 pm,Mon,Burglary,Homai East,2023-01-30,1,-37.02086963,174.8862974
12:00 pm,Mon,Theft,Drury,2023-01-30,1,-37.09922082,174.951965
6:00 pm,Mon,Theft,Fairdene,2023-01-30,1,-36.86601957,174.6314457
12:00 am,Mon,Theft,Papakura North,2023-01-30,1,-37.06507585,174.9349242
11:00 am,Mon,Theft,Albany,2023-01-30,1,-36.72826501,174.7083748
7:00 pm,Mon,Theft,Sandringham North,2023-01-30,1,-36.88521674,174.7405763
11:00 pm,Mon,Theft,Albany,2023-01-30,1,-36.72826501,174.7083748
2:00 am,Mon,Theft,Silverdale Central,2023-01-30,1,-36.60040598,174.6689375
2:00 am,Mon,Theft,Newton,2023-01-30,1,-36.85881919,174.7584955
5:00 pm,Mon,Theft,Warkworth,2023-01-30,1,-36.40559304,174.6595428
8:00 pm,Mon,Theft,Rongomai,2023-01-30,1,-36.97569747,174.8962909
7:00 pm,Mon,Battery,Ponsonby East,2023-01-30,1,-36.85657739,174.7450295
8:00 am,Mon,Theft,Penrose,2023-01-30,1,-36.91139598,174.8152562
10:00 am,Mon,Theft,Auckland Central East,2023-01-30,1,-36.84779712,174.7661685
9:00 am,Mon,Theft,Puhinui South,2023-01-30,2,-36.98533104,174.8760424
11:00 pm,Mon,Theft,Balmoral,2023-01-30,1,-36.87698856,174.7515977
8:00 am,Mon,Theft,Clendon South,2023-01-30,1,-37.03189694,174.8657939
4:00 am,Mon,Theft,Papakura North,2023-01-30,1,-37.06004693,174.9416347
5:00 pm,Mon,Theft,Mt Wellington South,2023-01-30,1,-36.92905958,174.8392744
6:00 am,Mon,Theft,Mt Wellington West,2023-01-30,1,-36.89564144,174.8398806
5:00 pm,Mon,Theft,Ferndale,2023-01-30,1,-36.89853023,174.8255232
5:00 pm,Mon,Theft,Auckland Central West,2023-01-30,1,-36.84828715,174.7644706
9:00 am,Mon,Theft,Bledisloe Park,2023-01-30,1,-37.21408526,174.9145633
2:00 pm,Mon,Battery,Kingsland,2023-01-30,1,-36.86802062,174.7524509
10:00 am,Mon,Theft,Mt Wellington North,2023-01-30,1,-36.89918648,174.8429949
11:00 am,Mon,Theft,Mt Wellington West,2023-01-30,2,-36.89564144,174.8398806
1:00 am,Mon,Robbery,Mt Wellington South,2023-01-30,2,-36.93336028,174.8454217
6:00 pm,Mon,Theft,Papakura Central,2023-01-30,1,-37.06440163,174.9480075
6:00 am,Mon,Theft,Puhinui South,2023-01-30,1,-36.98533104,174.8760424
2:00 pm,Mon,Theft,Newmarket,2023-01-30,1,-36.86974642,174.7772228
2:00 pm,Mon,Theft,Glenavon,2023-01-30,1,-36.89966603,174.6949704
7:00 pm,Mon,Theft,Bombay,2023-01-30,1,-37.18705979,174.9772089
6:00 am,Mon,Theft,Puhinui South,2023-01-30,1,-36.98721647,174.8661071
10:00 am,Mon,Theft,Mt Wellington West,2023-01-30,1,-36.89057961,174.8295634
6:00 pm,Mon,Theft,Rowandale,2023-01-30,1,-37.02530551,174.8726938
3:00 pm,Mon,Theft,Henderson North,2023-01-30,1,-36.88416018,174.6444192
2:00 am,Mon,Burglary,Takanini South,2023-01-30,1,-37.04898689,174.9294623
3:00 pm,Mon,Theft,Papakura Central,2023-01-30,1,-37.06420019,174.9442681
7:00 pm,Mon,Battery,Clendon North,2023-01-30,1,-37.0232123,174.8621041
2:00 pm,Mon,Theft,Takanini South,2023-01-30,1,-37.04898689,174.9294623
5:00 pm,Mon,Theft,Grey Lynn East,2023-01-30,1,-36.85853169,174.749547
6:00 pm,Mon,Theft,Papakura Central,2023-01-30,1,-37.06420019,174.9442681
1:00 am,Mon,Theft,Browns Bay,2023-01-30,2,-36.71438932,174.7491371
7:00 pm,Mon,Theft,Manurewa Central,2023-01-30,1,-37.0224408,174.896293
5:00 pm,Mon,Battery,Windy Ridge,2023-01-30,2,-36.79668459,174.7200098
10:00 pm,Mon,Battery,Auckland Central West,2023-01-30,1,-36.85721785,174.7598041
12:00 am,Mon,Theft,Henderson South,2023-01-30,1,-36.88091947,174.6300692
6:00 pm,Mon,Theft,Kingdale,2023-01-30,1,-36.86114705,174.6332664
12:00 pm,Mon,Theft,Dingwall,2023-01-30,1,-36.96607834,174.8637728
12:00 pm,Mon,Battery,Mascot,2023-01-30,1,-36.96755303,174.801771
12:00 pm,Mon,Theft,Manukau Central,2023-01-30,1,-36.98972498,174.8845306
1:00 pm,Mon,Theft,Kelston Central,2023-01-30,2,-36.91013029,174.6639743
6:00 pm,Mon,Theft,Pukekohe West,2023-01-30,1,-37.20528548,174.8987374
2:00 pm,Mon,Theft,Mangere Central,2023-01-30,1,-36.97181526,174.7988405
6:00 pm,Mon,Battery,Mt Eden North,2023-01-30,2,-36.86744148,174.7658119
10:00 am,Mon,Battery,Lynnmall,2023-01-30,1,-36.9063356,174.6838335
7:00 am,Mon,Battery,Manukau Central,2023-01-30,1,-37.00773558,174.8613954
7:00 pm,Mon,Theft,Mascot,2023-01-30,1,-36.97012359,174.8039001
6:00 pm,Mon,Theft,Epsom North,2023-01-30,1,-36.8726555,174.7756962
12:00 am,Mon,Battery,Papatoetoe East,2023-01-30,1,-36.97224203,174.8733787
4:00 pm,Mon,Theft,Fairburn,2023-01-30,1,-36.94666565,174.8461939
2:00 am,Mon,Theft,Takanini South,2023-01-30,1,-37.0406109,174.9436964
2:00 pm,Mon,Theft,Manukau Central,2023-01-30,1,-37.01250711,174.8465444
1:00 am,Mon,Theft,Sturges North,2023-01-30,1,-36.87268976,174.6172143
3:00 pm,Mon,Burglary,Parnell West,2023-01-30,1,-36.85041388,174.7781824
1:00 pm,Mon,Theft,Auckland Central West,2023-01-30,1,-36.84828715,174.7644706
11:00 am,Mon,Burglary,Northcote South,2023-01-30,1,-36.8096069,174.742378
8:00 pm,Mon,Battery,Auckland Central West,2023-01-30,1,-36.84727928,174.7615518
6:00 pm,Mon,Theft,Parnell West,2023-01-30,1,-36.84977701,174.791036
10:00 pm,Mon,Burglary,Ferguson,2023-01-30,1,-36.96392663,174.8800179
11:00 pm,Mon,Burglary,Waimumu North,2023-01-30,1,-36.84231777,174.6219905
1:00 pm,Mon,Theft,Hamlin,2023-01-30,1,-36.91283281,174.8364476
8:00 am,Mon,Sexual Assault,Mt Albert Central,2023-01-30,1,-36.88042735,174.7274226
7:00 am,Mon,Burglary,Urlich,2023-01-30,1,-36.86053651,174.6013492
5:00 pm,Mon,Theft,Newmarket,2023-01-30,1,-36.86800386,174.776217
4:00 am,Mon,Burglary,Grey Lynn East,2023-01-30,1,-36.8604304,174.74346
2:00 am,Mon,Theft,Walmsley,2023-01-30,1,-36.90048057,174.7266489
9:00 pm,Mon,Burglary,Auckland Central West,2023-01-30,1,-36.85249447,174.7600222
8:00 pm,Mon,Theft,Starling Park,2023-01-30,1,-36.85747457,174.6146393
5:00 pm,Mon,Theft,Royal Oak,2023-01-30,1,-36.9076336,174.7617852
11:00 am,Mon,Theft,Glen Innes West,2023-01-30,1,-36.87989051,174.8556205
12:00 pm,Mon,Theft,Kingdale,2023-01-30,1,-36.85196378,174.6367817
10:00 pm,Mon,Theft,Henderson South,2023-01-30,1,-36.88407911,174.6408073
7:00 pm,Mon,Theft,Grafton West,2023-01-30,2,-36.86110201,174.7639606
2:00 pm,Mon,Theft,Viscount,2023-01-30,1,-36.95886619,174.7901531
12:00 pm,Mon,Battery,Target Road,2023-01-30,1,-36.76357845,174.7304189
1:00 pm,Mon,Theft,Silverdale Central,2023-01-30,1,-36.61717052,174.6673809
11:00 am,Mon,Theft,Konini,2023-01-30,1,-36.92768467,174.6477344
12:00 pm,Mon,Theft,Manukau Central,2023-01-30,1,-36.99207534,174.8805324
1:00 pm,Mon,Theft,Manukau Central,2023-01-30,1,-36.99207534,174.8805324
10:00 am,Mon,Burglary,Otara North,2023-01-30,1,-36.95215036,174.8761304
1:00 pm,Mon,Theft,Donegal Park,2023-01-30,1,-36.97544038,174.8996488
12:00 am,Mon,Burglary,Wakeling,2023-01-30,1,-36.85832336,174.6472817
9:00 am,Mon,Battery,Paremoremo East,2023-01-30,1,-36.76534149,174.6380269
11:00 am,Mon,Burglary,Otara East,2023-01-30,1,-36.95228152,174.8832698
1:00 pm,Mon,Burglary,Papatoetoe East,2023-01-30,1,-36.97395546,174.8665049
5:00 pm,Mon,Theft,Browns Bay,2023-01-30,1,-36.71776302,174.746992
6:00 pm,Mon,Theft,Orewa,2023-01-30,2,-36.58977247,174.69753
1:00 pm,Mon,Burglary,Mt Eden North,2023-01-30,1,-36.8709205,174.7515437
9:00 am,Mon,Theft,Otara West,2023-01-30,1,-36.95730307,174.8682887
8:00 pm,Mon,Burglary,Fruitvale,2023-01-30,1,-36.91856266,174.6704781
4:00 pm,Mon,Theft,Henderson North,2023-01-30,1,-36.87611923,174.6334762
6:00 am,Mon,Theft,Mission Bay,2023-01-30,1,-36.86462802,174.8332982
11:00 am,Mon,Burglary,Papatoetoe North,2023-01-30,1,-36.97751408,174.8540144
3:00 pm,Mon,Burglary,Mt Wellington South,2023-01-30,1,-36.93389456,174.8474871
6:00 pm,Mon,Theft,Balmoral,2023-01-30,1,-36.88383105,174.7476027
3:00 pm,Mon,Burglary,Point Chevalier East,2023-01-30,1,-36.86667216,174.7095257
5:00 pm,Mon,Burglary,Mt Albert Central,2023-01-30,1,-36.88501591,174.7266771
7:00 pm,Mon,Burglary,Greenmount,2023-01-30,1,-36.9330551,174.9095063
12:00 am,Mon,Battery,Clover Park,2023-01-30,1,-36.98104047,174.8974031
2:00 am,Mon,Burglary,Onehunga North East,2023-01-30,1,-36.91348802,174.7852958
8:00 pm,Mon,Burglary,Dannemora,2023-01-30,1,-36.94126092,174.9143247
12:00 pm,Mon,Theft,Beachlands-Maraetai,2023-01-30,1,-36.88405467,175.002753
9:00 am,Mon,Battery,Homai West,2023-01-30,1,-37.02106485,174.8740182
1:00 am,Mon,Theft,Papakura North East,2023-01-30,1,-37.05850063,174.948528
6:00 pm,Mon,Theft,Akarana,2023-01-30,1,-36.91513971,174.7425063
12:00 am,Mon,Theft,Bremner,2023-01-30,1,-37.11952929,174.9310613
10:00 pm,Mon,Theft,Mangere East,2023-01-30,1,-36.95943638,174.8341069
4:00 am,Mon,Burglary,Harania East,2023-01-30,1,-36.95678201,174.8236279
1:00 pm,Mon,Theft,Auckland Central East,2023-01-30,1,-36.85426257,174.7667355
6:00 am,Mon,Burglary,Meadowland,2023-01-30,1,-36.91990191,174.930739
6:00 am,Mon,Burglary,Wattle Farm,2023-01-30,1,-37.04233042,174.8890608
4:00 am,Mon,Theft,Waiake,2023-01-30,1,-36.70849259,174.7349832
5:00 pm,Mon,Theft,Browns Bay,2023-01-30,1,-36.71142343,174.7291879
5:00 pm,Mon,Theft,Auckland Central West,2023-01-30,2,-36.84965444,174.7645458
1:00 am,Mon,Theft,Oratia,2023-01-30,1,-36.90982712,174.6317979
7:00 pm,Mon,Theft,Mt Wellington South,2023-01-30,1,-36.91659477,174.8418528
12:00 pm,Mon,Theft,Mt Wellington South,2023-01-30,1,-36.91659477,174.8418528
10:00 pm,Mon,Theft,Glenavon,2023-01-30,1,-36.90045131,174.6956957
5:00 pm,Mon,Theft,Auckland Central West,2023-01-30,1,-36.84965444,174.7645458
11:00 am,Mon,Theft,Point Chevalier East,2023-01-30,1,-36.86971314,174.7099247
9:00 am,Mon,Theft,Point Chevalier East,2023-01-30,1,-36.86971314,174.7099247
3:00 am,Mon,Theft,Glendowie,2023-01-30,1,-36.85916112,174.8621786
1:00 pm,Mon,Robbery,Rowandale,2023-01-30,1,-37.03068648,174.8745367
1:00 am,Mon,Burglary,St Heliers,2023-01-30,1,-36.84564912,174.8624079
9:00 am,Mon,Battery,Glen Eden East,2023-01-30,2,-36.90879798,174.6499987
8:00 am,Mon,Theft,Surrey Crescent,2023-01-30,1,-36.86809736,174.7286649
5:00 am,Mon,Theft,Silverdale Central,2023-01-30,1,-36.63642339,174.6678234
10:00 am,Mon,Theft,Point Chevalier East,2023-01-30,1,-36.86225634,174.7113422
9:00 am,Mon,Burglary,Glen Innes West,2023-01-30,1,-36.87333741,174.8522832
2:00 pm,Mon,Theft,Manukau Central,2023-01-30,1,-36.99121216,174.8743641
2:00 pm,Mon,Burglary,Roberton,2023-01-30,1,-36.89764566,174.6985451
6:00 am,Mon,Theft,Remuera South,2023-01-30,1,-36.88682692,174.7967218
4:00 pm,Mon,Theft,Sherbourne,2023-01-30,1,-36.87694882,174.7637413
6:00 pm,Mon,Theft,Bucklands Beach South,2023-01-30,1,-36.8790224,174.909078
6:00 pm,Mon,Theft,Auckland Central West,2023-01-30,1,-36.84828715,174.7644706
12:00 pm,Mon,Theft,Lynnmall,2023-01-30,1,-36.90163575,174.683727
8:00 am,Mon,Theft,Manurewa East,2023-01-30,1,-37.02603234,174.9027981
9:00 pm,Mon,Theft,St Heliers,2023-01-30,1,-36.85299639,174.8577482
7:00 pm,Mon,Theft,Takanini West,2023-01-30,1,-37.03993521,174.9030792
2:00 am,Mon,Theft,Grey Lynn West,2023-01-30,1,-36.86110969,174.7386044
4:00 pm,Mon,Theft,Highland Park,2023-01-30,1,-36.89887545,174.9075079
4:00 pm,Mon,Theft,Waiuku East,2023-01-30,1,-37.24747792,174.7318433
3:00 pm,Mon,Theft,Royal Heights,2023-01-30,1,-36.83452959,174.623026
5:00 pm,Mon,Theft,Massey West,2023-01-30,1,-36.82874306,174.5876855
7:00 pm,Mon,Theft,Ellerslie North,2023-01-30,1,-36.89684234,174.810328
3:00 am,Mon,Theft,Harania East,2023-01-30,1,-36.96293186,174.8271385
10:00 am,Mon,Theft,Springleigh,2023-01-30,1,-36.886074,174.7130673
8:00 am,Mon,Theft,Takapuna Central,2023-01-30,1,-36.78453921,174.7749117
11:00 pm,Mon,Theft,Kohimarama West,2023-01-30,1,-36.85241798,174.8428224
3:00 pm,Mon,Theft,Lynnmall,2023-01-30,2,-36.91149185,174.6872898
5:00 pm,Mon,Theft,Pukekohe North,2023-01-30,2,-37.19919774,174.9023929
2:00 pm,Mon,Theft,Ellerslie South,2023-01-30,1,-36.89642477,174.8027213
8:00 am,Mon,Theft,Hobsonville East,2023-01-30,1,-36.79636417,174.6486515
9:00 am,Mon,Theft,Sandringham North,2023-01-30,1,-36.88277881,174.733734
10:00 am,Mon,Theft,Pukekohe North,2023-01-30,1,-37.19919774,174.9023929
3:00 pm,Mon,Theft,Sandringham North,2023-01-30,2,-36.88277881,174.733734
10:00 am,Mon,Theft,Pukekohe North,2023-01-30,2,-37.1991672,174.9085453
1:00 am,Mon,Burglary,Auckland Central East,2023-01-30,1,-36.8505014,174.7658817
5:00 pm,Mon,Burglary,Pukekohe North,2023-01-30,1,-37.19919774,174.9023929
