Hour,Occurrence Day Of Week,Incidents,Area Unit,Date,Number of Victimisations,Latitude,Longitude
6:00 pm,Mon,Burglary,Auckland Central West,2023-01-16,1,-36.84716543,174.7648967
3:00 pm,Mon,Theft,Warkworth,2023-01-16,1,-36.40559304,174.6595428
11:00 pm,Mon,Theft,Ormiston,2023-01-16,1,-36.96768755,174.9150477
9:00 am,Mon,Theft,Takapuna Central,2023-01-16,1,-36.78801976,174.769695
3:00 pm,Mon,Theft,Birkenhead East,2023-01-16,1,-36.81728153,174.7316557
2:00 am,Mon,Burglary,Blockhouse Bay,2023-01-16,1,-36.92592048,174.7044306
6:00 pm,Mon,Theft,Henderson South,2023-01-16,1,-36.88250124,174.6319525
9:00 am,Mon,Burglary,Massey West,2023-01-16,1,-36.82874306,174.5876855
11:00 am,Mon,Theft,Fruitvale,2023-01-16,1,-36.91343561,174.6776726
4:00 pm,Mon,Theft,Windsor Park,2023-01-16,1,-36.7386582,174.7258422
5:00 pm,Mon,Battery,Newton,2023-01-16,1,-36.85877713,174.7598178
5:00 pm,Mon,Theft,Auckland Central East,2023-01-16,1,-36.84847122,174.7674245
3:00 pm,Mon,Battery,Papakura North,2023-01-16,1,-37.06004693,174.9416347
5:00 am,Mon,Burglary,Glen Innes West,2023-01-16,1,-36.8783105,174.8558888
2:00 pm,Mon,Theft,Point Chevalier East,2023-01-16,1,-36.86854132,174.7123863
4:00 am,Mon,Burglary,Papakura North,2023-01-16,1,-37.06004693,174.9416347
8:00 pm,Mon,Theft,Westgate,2023-01-16,1,-36.82213675,174.6122369
12:00 am,Mon,Theft,Fruitvale,2023-01-16,1,-36.91426599,174.6725695
2:00 pm,Mon,Theft,Favona West,2023-01-16,1,-36.95047911,174.7982003
10:00 am,Mon,Battery,Otahuhu East,2023-01-16,1,-36.93687087,174.8560247
6:00 pm,Mon,Theft,Balmoral,2023-01-16,2,-36.87698856,174.7515977
6:00 am,Mon,Theft,Otahuhu West,2023-01-16,1,-36.95518707,174.8457181
4:00 pm,Mon,Theft,Hingaia,2023-01-16,1,-37.06581128,174.9166922
3:00 pm,Mon,Theft,Sandringham West,2023-01-16,1,-36.88341061,174.7317408
8:00 pm,Mon,Theft,Mt Wellington South,2023-01-16,1,-36.91659477,174.8418528
7:00 pm,Mon,Theft,Auckland Central West,2023-01-16,2,-36.84828715,174.7644706
6:00 pm,Mon,Burglary,Grafton West,2023-01-16,1,-36.8618662,174.7645732
4:00 pm,Mon,Theft,Auckland Harbourside,2023-01-16,1,-36.84470031,174.7697223
11:00 pm,Mon,Theft,Clendon South,2023-01-16,1,-37.03515319,174.8609958
1:00 am,Mon,Theft,Te Atatu Central,2023-01-16,1,-36.84804018,174.6480597
9:00 am,Mon,Battery,West Harbour,2023-01-16,1,-36.82026979,174.6229077
5:00 pm,Mon,Theft,Puhinui South,2023-01-16,1,-36.98533104,174.8760424
4:00 pm,Mon,Theft,Kingdale,2023-01-16,1,-36.85555026,174.6342988
8:00 am,Mon,Robbery,Glen Innes West,2023-01-16,2,-36.87533736,174.8616225
5:00 pm,Mon,Battery,Puhinui South,2023-01-16,1,-36.98533104,174.8760424
5:00 am,Mon,Burglary,Dannemora,2023-01-16,1,-36.92811705,174.9203404
2:00 pm,Mon,Theft,Bombay,2023-01-16,1,-37.18705979,174.9772089
8:00 am,Mon,Theft,Wellsford,2023-01-16,2,-36.29880819,174.5222445
12:00 am,Mon,Theft,Mt Wellington Domain,2023-01-16,1,-36.89524972,174.8540947
5:00 pm,Mon,Burglary,Bucklands and Eastern Beaches,2023-01-16,1,-36.87010993,174.9042442
3:00 pm,Mon,Theft,Viscount,2023-01-16,1,-36.95886619,174.7901531
5:00 pm,Mon,Theft,Mt Wellington South,2023-01-16,1,-36.91659477,174.8418528
5:00 pm,Mon,Battery,Parnell East,2023-01-16,1,-36.86411726,174.7846865
4:00 pm,Mon,Theft,Puhinui South,2023-01-16,1,-36.98533104,174.8760424
8:00 am,Mon,Battery,Sandringham West,2023-01-16,1,-36.88598337,174.7343763
8:00 am,Mon,Theft,Mt Wellington South,2023-01-16,1,-36.91659477,174.8418528
5:00 pm,Mon,Theft,Mangere South,2023-01-16,1,-37.0081395,174.800377
8:00 pm,Mon,Theft,Lynnmall,2023-01-16,1,-36.90905794,174.6918133
7:00 am,Mon,Battery,Lucken Point,2023-01-16,2,-36.81888123,174.6331932
6:00 pm,Mon,Theft,Windsor Park,2023-01-16,1,-36.74967028,174.7324393
4:00 am,Mon,Burglary,Hingaia,2023-01-16,1,-37.06581128,174.9166922
10:00 am,Mon,Theft,Campbells Bay,2023-01-16,1,-36.75116599,174.7637236
2:00 am,Mon,Robbery,Waiheke Island,2023-01-16,1,-36.78880589,175.0107729
3:00 pm,Mon,Battery,Glen Innes North,2023-01-16,1,-36.86274369,174.8657476
11:00 pm,Mon,Burglary,Ellerslie North,2023-01-16,1,-36.89523332,174.8113198
10:00 am,Mon,Battery,Newmarket,2023-01-16,1,-36.86974642,174.7772228
6:00 pm,Mon,Theft,Wakeling,2023-01-16,1,-36.86273321,174.647489
6:00 pm,Mon,Theft,Auckland Central West,2023-01-16,1,-36.84828715,174.7644706
1:00 am,Mon,Burglary,Sturges North,2023-01-16,1,-36.87268976,174.6172143
12:00 am,Mon,Theft,Donegal Park,2023-01-16,1,-36.98473007,174.904501
12:00 pm,Mon,Theft,Newmarket,2023-01-16,1,-36.86974642,174.7772228
3:00 pm,Mon,Theft,Auckland Central West,2023-01-16,2,-36.84828715,174.7644706
10:00 am,Mon,Battery,Waterview,2023-01-16,1,-36.87959734,174.7007293
6:00 pm,Mon,Theft,Lake Pupuke,2023-01-16,1,-36.77140662,174.7643996
12:00 pm,Mon,Theft,Maungawhau,2023-01-16,1,-36.89199121,174.7571737
10:00 am,Mon,Theft,Windsor Park,2023-01-16,1,-36.74575997,174.729991
1:00 pm,Mon,Theft,Auckland Central East,2023-01-16,1,-36.84812826,174.7727133
3:00 am,Mon,Theft,Mission Heights,2023-01-16,1,-36.95806586,174.9269812
1:00 pm,Mon,Theft,Onehunga South East,2023-01-16,1,-36.91668083,174.7834125
9:00 pm,Mon,Burglary,Bucklands Beach South,2023-01-16,1,-36.87963049,174.9064891
12:00 am,Mon,Theft,Point Chevalier East,2023-01-16,1,-36.86483276,174.7146174
2:00 pm,Mon,Theft,Ponsonby East,2023-01-16,1,-36.85031362,174.7429088
2:00 pm,Mon,Theft,Ranui Domain,2023-01-16,1,-36.86219984,174.6114796
9:00 pm,Mon,Theft,Papatoetoe Central,2023-01-16,1,-36.97113232,174.8597817
10:00 pm,Mon,Theft,Royal Heights,2023-01-16,1,-36.83935731,174.6268135
12:00 pm,Mon,Theft,Papatoetoe Central,2023-01-16,1,-36.97113232,174.8597817
2:00 pm,Mon,Theft,Rongomai,2023-01-16,1,-36.97569747,174.8962909
1:00 pm,Mon,Battery,Mt Hobson,2023-01-16,1,-36.88244139,174.7888698
7:00 pm,Mon,Theft,Surrey Crescent,2023-01-16,1,-36.86809736,174.7286649
3:00 pm,Mon,Theft,St Lukes,2023-01-16,1,-36.87619645,174.7349193
9:00 am,Mon,Theft,Baverstock Oaks,2023-01-16,1,-36.95852329,174.9210141
8:00 am,Mon,Theft,Mangere Bridge,2023-01-16,1,-36.95414281,174.7882333
2:00 pm,Mon,Theft,Grafton West,2023-01-16,1,-36.85711033,174.7656909
5:00 am,Mon,Burglary,Epsom Central,2023-01-16,1,-36.8900349,174.7723687
11:00 pm,Mon,Theft,Greenmount,2023-01-16,1,-36.93011926,174.9090076
11:00 am,Mon,Theft,Waiuku East,2023-01-16,1,-37.24747792,174.7318433
7:00 am,Mon,Theft,Orewa,2023-01-16,1,-36.58977247,174.69753
5:00 pm,Mon,Theft,Onehunga South East,2023-01-16,1,-36.92241299,174.7864859
6:00 pm,Mon,Theft,Manukau Central,2023-01-16,2,-37.00773558,174.8613954
8:00 pm,Mon,Battery,Albany,2023-01-16,1,-36.72826501,174.7083748
5:00 pm,Mon,Battery,Mcleod,2023-01-16,1,-36.8817354,174.6518985
10:00 pm,Mon,Theft,Maungawhau,2023-01-16,2,-36.88862964,174.7456346
2:00 pm,Mon,Theft,Newmarket,2023-01-16,1,-36.86208641,174.7700193
2:00 am,Mon,Battery,Otahuhu West,2023-01-16,1,-36.94728448,174.8437962
12:00 pm,Mon,Theft,Albany,2023-01-16,1,-36.72826501,174.7083748
10:00 am,Mon,Theft,Wiri,2023-01-16,1,-37.00142305,174.876826
1:00 pm,Mon,Theft,Greenmount,2023-01-16,1,-36.9509516,174.895515
11:00 pm,Mon,Battery,Surrey Crescent,2023-01-16,1,-36.86595686,174.7324737
1:00 pm,Mon,Burglary,Otara North,2023-01-16,1,-36.96022696,174.8781686
5:00 pm,Mon,Theft,Auckland Central West,2023-01-16,1,-36.84965444,174.7645458
8:00 am,Mon,Burglary,Huapai,2023-01-16,1,-36.77481354,174.5465888
4:00 pm,Mon,Theft,Harania West,2023-01-16,1,-36.96564907,174.822446
11:00 am,Mon,Theft,Auckland Central West,2023-01-16,1,-36.84565722,174.7655881
1:00 pm,Mon,Theft,Beaumont,2023-01-16,1,-37.03075035,174.903625
9:00 am,Mon,Theft,Auckland Central East,2023-01-16,1,-36.84779712,174.7661685
4:00 am,Mon,Burglary,Henderson West,2023-01-16,1,-36.88723132,174.6166276
9:00 am,Mon,Burglary,Fruitvale,2023-01-16,1,-36.91792061,174.6667498
12:00 am,Mon,Burglary,Lynfield South,2023-01-16,1,-36.93077447,174.7228093
7:00 pm,Mon,Theft,Auckland Central West,2023-01-16,1,-36.8488649,174.7618211
1:00 pm,Mon,Theft,Kauri Park,2023-01-16,1,-36.81099863,174.724592
11:00 am,Mon,Burglary,Mission Bay,2023-01-16,1,-36.85976032,174.8283556
3:00 pm,Mon,Theft,Auckland Central West,2023-01-16,1,-36.84828715,174.7644706
10:00 pm,Mon,Theft,Albany,2023-01-16,1,-36.72826501,174.7083748
2:00 pm,Mon,Battery,Massey West,2023-01-16,1,-36.83395787,174.6026255
6:00 pm,Mon,Theft,Highland Park,2023-01-16,1,-36.89887545,174.9075079
3:00 pm,Mon,Theft,Auckland Central East,2023-01-16,1,-36.85030795,174.7741096
7:00 pm,Mon,Theft,Highland Park,2023-01-16,1,-36.89887545,174.9075079
8:00 pm,Mon,Burglary,Auckland Central West,2023-01-16,1,-36.84828715,174.7644706
10:00 pm,Mon,Battery,Newton,2023-01-16,1,-36.85881919,174.7584955
2:00 pm,Mon,Robbery,Auckland Harbourside,2023-01-16,1,-36.84439733,174.7675342
5:00 pm,Mon,Theft,Wellsford,2023-01-16,1,-36.2931449,174.5255387
10:00 am,Mon,Theft,Auckland Central East,2023-01-16,2,-36.85030795,174.7741096
9:00 am,Mon,Theft,Hauraki,2023-01-16,1,-36.79714232,174.7777131
1:00 am,Mon,Burglary,Browns Bay,2023-01-16,1,-36.71381944,174.7469774
3:00 am,Mon,Burglary,Lynnmall,2023-01-16,1,-36.91386378,174.6913095
8:00 am,Mon,Theft,Freemans Bay,2023-01-16,1,-36.84815276,174.7452215
8:00 pm,Mon,Theft,Manukau Central,2023-01-16,1,-37.00773558,174.8613954
10:00 am,Mon,Theft,Avondale West,2023-01-16,1,-36.89660939,174.6878896
1:00 pm,Mon,Burglary,Freemans Bay,2023-01-16,1,-36.85159186,174.748072
5:00 am,Mon,Burglary,Pukekohe West,2023-01-16,1,-37.19924985,174.9005004
10:00 am,Mon,Theft,Sandringham North,2023-01-16,2,-36.88277881,174.733734
8:00 pm,Sun,Theft,Waimumu South,2023-01-15,1,-36.84649285,174.6252617
6:00 pm,Sun,Theft,Pinehill,2023-01-15,1,-36.73007535,174.7186223
1:00 pm,Sun,Theft,Auckland Harbourside,2023-01-15,1,-36.8445892,174.7661254
4:00 pm,Sun,Theft,Auckland Central West,2023-01-15,1,-36.84965444,174.7645458
8:00 am,Sun,Theft,Howick Central,2023-01-15,1,-36.89760379,174.9235058
8:00 pm,Sun,Theft,Otahuhu West,2023-01-15,1,-36.94349461,174.8438182
12:00 pm,Sun,Theft,Henderson South,2023-01-15,1,-36.88250124,174.6319525
11:00 am,Sun,Theft,Auckland Central West,2023-01-15,1,-36.84965444,174.7645458
5:00 am,Sun,Burglary,Rosehill,2023-01-15,1,-37.07417331,174.9405434
10:00 am,Sun,Battery,Auckland Central West,2023-01-15,1,-36.84519181,174.7645987
7:00 pm,Sun,Battery,St Marys,2023-01-15,1,-36.8421885,174.7452101
12:00 pm,Sun,Sexual Assault,Lynnmall,2023-01-15,1,-36.90844118,174.6836551
1:00 pm,Sun,Theft,Manukau Central,2023-01-15,1,-37.01250711,174.8465444
11:00 am,Sun,Burglary,Dingwall,2023-01-15,1,-36.96829351,174.8619966
9:00 am,Sun,Theft,Mt Victoria,2023-01-15,1,-36.83147118,174.7955775
4:00 pm,Sun,Theft,Auckland Central West,2023-01-15,1,-36.85382324,174.7591066
7:00 pm,Sun,Theft,Howick Central,2023-01-15,1,-36.89691737,174.9319592
2:00 pm,Sun,Theft,Kauri Park,2023-01-15,1,-36.80293781,174.7224704
11:00 pm,Sun,Theft,Donegal Park,2023-01-15,1,-36.9809093,174.9077348
2:00 am,Sun,Theft,Papatoetoe North,2023-01-15,1,-36.96912456,174.857941
8:00 pm,Sun,Theft,Browns Bay,2023-01-15,1,-36.71776302,174.746992
12:00 pm,Sun,Theft,Lynnmall,2023-01-15,1,-36.90905794,174.6918133
12:00 pm,Sun,Theft,Mangere South,2023-01-15,1,-36.99911451,174.756672
3:00 pm,Sun,Battery,Henderson North,2023-01-15,1,-36.87611923,174.6334762
2:00 am,Sun,Battery,Mt Wellington South,2023-01-15,1,-36.92622072,174.8553911
3:00 am,Sun,Burglary,Pakuranga Central,2023-01-15,1,-36.91290229,174.8757791
10:00 pm,Sun,Theft,Fruitvale,2023-01-15,1,-36.91324081,174.6762236
7:00 pm,Sun,Battery,Beachlands-Maraetai,2023-01-15,1,-36.87903751,175.0415502
2:00 pm,Sun,Theft,Herne Bay,2023-01-15,1,-36.84448296,174.7261766
4:00 pm,Sun,Burglary,Kingseat,2023-01-15,1,-37.11121261,174.8696652
4:00 pm,Sun,Theft,Surrey Crescent,2023-01-15,1,-36.86574213,174.7370684
8:00 pm,Sun,Theft,Wellsford,2023-01-15,1,-36.29880819,174.5222445
7:00 pm,Sun,Battery,Onehunga North West,2023-01-15,1,-36.91252123,174.774141
9:00 am,Sun,Theft,Hillsborough East,2023-01-15,1,-36.91362522,174.7707963
10:00 am,Sun,Theft,Parnell West,2023-01-15,1,-36.85048903,174.7810239
5:00 am,Sun,Burglary,Mt Wellington Domain,2023-01-15,1,-36.89598709,174.8433534
1:00 pm,Sun,Theft,Newmarket,2023-01-15,1,-36.86679321,174.7784084
6:00 pm,Sun,Burglary,Parnell East,2023-01-15,1,-36.86234033,174.7841956
6:00 am,Sun,Burglary,Waiata,2023-01-15,1,-36.87586665,174.804938
4:00 pm,Sun,Theft,Donegal Park,2023-01-15,1,-36.97229305,174.9018061
7:00 pm,Sun,Theft,Glen Eden East,2023-01-15,1,-36.90736365,174.6613756
4:00 am,Sun,Theft,Parrs Park,2023-01-15,1,-36.9075874,174.6326881
12:00 pm,Sun,Theft,Rongomai,2023-01-15,1,-36.95808256,174.9004126
4:00 am,Sun,Theft,Three Kings,2023-01-15,1,-36.90056626,174.7444787
2:00 pm,Sun,Battery,Parnell West,2023-01-15,1,-36.86197731,174.7811181
3:00 pm,Sun,Harrassment,Wattle Farm,2023-01-15,1,-37.04926433,174.8932221
12:00 pm,Sun,Theft,Dingwall,2023-01-15,1,-36.96506389,174.8580879
8:00 am,Sun,Theft,Glen Eden East,2023-01-15,1,-36.91052579,174.6565257
10:00 am,Sun,Battery,Mangere Central,2023-01-15,1,-36.97273378,174.7964859
12:00 am,Sun,Theft,Royal Oak,2023-01-15,1,-36.9025386,174.763579
2:00 pm,Sun,Theft,Silverdale Central,2023-01-15,1,-36.61364383,174.6774404
10:00 am,Sun,Theft,Stonefields,2023-01-15,1,-36.89009487,174.8385432
4:00 pm,Sun,Theft,Kauri Park,2023-01-15,1,-36.81099863,174.724592
2:00 pm,Sun,Theft,Pukekohe North,2023-01-15,1,-37.1991672,174.9085453
9:00 pm,Sun,Theft,Rosebank,2023-01-15,1,-36.87661615,174.6754415
11:00 am,Sun,Battery,Roberton,2023-01-15,1,-36.89754058,174.6996412
7:00 pm,Sun,Burglary,One Tree Hill Central,2023-01-15,1,-36.89366734,174.7768981
6:00 pm,Sun,Theft,St Johns,2023-01-15,1,-36.87535687,174.850659
4:00 am,Sun,Robbery,Surrey Crescent,2023-01-15,2,-36.86580521,174.7270534
7:00 pm,Sun,Theft,Onehunga South West,2023-01-15,2,-36.92614721,174.7772788
2:00 pm,Sun,Theft,Orewa,2023-01-15,1,-36.58977247,174.69753
2:00 am,Sun,Burglary,McLaren Park,2023-01-15,1,-36.8987029,174.6226597
3:00 pm,Sun,Battery,Wade Heads,2023-01-15,1,-36.63402855,174.7400418
3:00 pm,Sun,Theft,Mangere South,2023-01-15,1,-37.0081395,174.800377
8:00 pm,Sun,Theft,Rosehill,2023-01-15,1,-37.08795946,174.9400052
4:00 pm,Sun,Theft,Auckland Harbourside,2023-01-15,1,-36.84354482,174.7646723
7:00 pm,Sun,Burglary,Ambury,2023-01-15,1,-36.94798534,174.7729703
10:00 am,Sun,Theft,Bledisloe Park,2023-01-15,1,-37.20230552,174.9067907
10:00 pm,Sun,Theft,Favona South,2023-01-15,1,-36.95543111,174.8124647
2:00 pm,Sun,Theft,Target Road,2023-01-15,2,-36.76748455,174.7385259
11:00 pm,Sun,Battery,Takanini South,2023-01-15,1,-37.04395663,174.9291779
2:00 pm,Sun,Theft,Dairy Flat-Redvale,2023-01-15,2,-36.65579732,174.661672
10:00 am,Sun,Burglary,Parnell West,2023-01-15,1,-36.85281177,174.781344
5:00 pm,Sun,Theft,Balmoral,2023-01-15,1,-36.87698856,174.7515977
11:00 am,Sun,Theft,Takanini South,2023-01-15,1,-37.0443453,174.9222702
8:00 pm,Sun,Theft,Mt Wellington West,2023-01-15,1,-36.89564144,174.8398806
1:00 pm,Sun,Theft,Mt Wellington West,2023-01-15,1,-36.89564144,174.8398806
5:00 pm,Sun,Theft,Otahuhu West,2023-01-15,1,-36.94124318,174.8424462
10:00 am,Sun,Battery,Rongomai,2023-01-15,1,-36.97569747,174.8962909
4:00 am,Sun,Theft,Clover Park,2023-01-15,1,-36.9821308,174.8955765
7:00 pm,Sun,Theft,Rongomai,2023-01-15,1,-36.97569747,174.8962909
12:00 am,Sun,Battery,Auckland Harbourside,2023-01-15,2,-36.84413774,174.7610097
3:00 pm,Sun,Theft,Otara North,2023-01-15,1,-36.96107057,174.8721519
3:00 pm,Sun,Theft,Bombay,2023-01-15,1,-37.18353225,174.9817249
1:00 pm,Sun,Theft,Lynnmall,2023-01-15,1,-36.91053164,174.6813962
3:00 pm,Sun,Theft,Dannemora,2023-01-15,1,-36.93171883,174.9128209
12:00 am,Sun,Theft,Auckland Central West,2023-01-15,1,-36.84831677,174.758611
1:00 am,Sun,Sexual Assault,Howick Central,2023-01-15,1,-36.89583124,174.9304577
7:00 pm,Sun,Theft,Papakura Central,2023-01-15,1,-37.06420019,174.9442681
1:00 am,Sun,Theft,Grey Lynn East,2023-01-15,1,-36.86484708,174.7434584
10:00 am,Sun,Theft,Springleigh,2023-01-15,1,-36.89427159,174.7038245
7:00 pm,Sun,Battery,Orakei North,2023-01-15,1,-36.85038932,174.8109513
5:00 pm,Sun,Theft,Sunnybrae,2023-01-15,1,-36.793358,174.7506035
2:00 pm,Sun,Theft,Huapai,2023-01-15,1,-36.77851089,174.5625596
3:00 pm,Sun,Theft,Pukekohe North,2023-01-15,2,-37.19919774,174.9023929
12:00 am,Sun,Burglary,Papatoetoe Central,2023-01-15,1,-36.97801918,174.8691474
11:00 am,Sun,Theft,Papakura North,2023-01-15,1,-37.05531478,174.932864
12:00 pm,Sun,Theft,Auckland Harbourside,2023-01-15,1,-36.84241926,174.767308
9:00 am,Sun,Theft,Harania West,2023-01-15,1,-36.96626759,174.8244719
4:00 pm,Sun,Theft,Henderson South,2023-01-15,1,-36.88065872,174.6323057
11:00 am,Sun,Theft,Warkworth,2023-01-15,1,-36.40559304,174.6595428
9:00 am,Sun,Theft,Clevedon,2023-01-15,1,-37.01080795,175.0325929
2:00 am,Sun,Battery,Auckland Central East,2023-01-15,1,-36.84847122,174.7674245
11:00 am,Sun,Theft,Cape Rodney South,2023-01-15,1,-36.28178986,174.8096418
1:00 pm,Sun,Battery,Orewa,2023-01-15,1,-36.58165631,174.6920519
4:00 pm,Sun,Battery,Auckland Central East,2023-01-15,1,-36.84779712,174.7661685
6:00 pm,Sun,Battery,Auckland Central West,2023-01-15,1,-36.84565722,174.7655881
2:00 pm,Sun,Theft,Grey Lynn East,2023-01-15,1,-36.85779718,174.7480635
8:00 am,Sun,Theft,Wiri,2023-01-15,1,-37.00142305,174.876826
7:00 pm,Sun,Theft,Manukau Central,2023-01-15,1,-36.98972498,174.8845306
10:00 am,Sun,Theft,Bledisloe Park,2023-01-15,1,-37.20406087,174.9101183
9:00 am,Sun,Theft,Crown Hill,2023-01-15,1,-36.76359485,174.757927
4:00 pm,Sun,Theft,Albany,2023-01-15,3,-36.72826501,174.7083748
2:00 pm,Sun,Theft,Papakura North,2023-01-15,1,-37.05878393,174.9387655
4:00 am,Sun,Burglary,Mangere Bridge,2023-01-15,1,-36.94976496,174.7787491
9:00 pm,Sun,Burglary,Sandringham West,2023-01-15,1,-36.89454995,174.7344811
12:00 am,Sun,Theft,Avondale West,2023-01-15,2,-36.89660939,174.6878896
7:00 pm,Sun,Theft,Beachlands-Maraetai,2023-01-15,1,-36.88005513,175.0226792
10:00 am,Sun,Burglary,Otara West,2023-01-15,1,-36.95848727,174.8670153
8:00 pm,Sun,Burglary,Glenfield North,2023-01-15,1,-36.77471316,174.7434799
7:00 am,Sun,Theft,Henderson North,2023-01-15,1,-36.88416018,174.6444192
3:00 pm,Sun,Theft,Rongomai,2023-01-15,1,-36.95929132,174.8950888
1:00 pm,Sun,Battery,Auckland Central East,2023-01-15,1,-36.84615939,174.7709574
1:00 am,Sun,Theft,Manurewa Central,2023-01-15,1,-37.0224408,174.896293
7:00 pm,Sun,Theft,St Lukes,2023-01-15,1,-36.87540026,174.7278382
8:00 pm,Sun,Theft,Henderson South,2023-01-15,1,-36.88292606,174.6345496
4:00 pm,Sun,Theft,St Lukes,2023-01-15,1,-36.87619645,174.7349193
3:00 pm,Sun,Battery,Tauhoa-Puhoi,2023-01-15,1,-36.52471123,174.4442652
12:00 pm,Sun,Theft,Whenuapai West,2023-01-15,1,-36.81004025,174.6053882
1:00 pm,Sun,Theft,Mt Wellington South,2023-01-15,2,-36.91659477,174.8418528
6:00 am,Sun,Theft,Mangere South,2023-01-15,1,-37.0081395,174.800377
7:00 pm,Sun,Theft,Lynfield South,2023-01-15,1,-36.92507181,174.7225251
1:00 pm,Sun,Theft,Takanini West,2023-01-15,2,-37.03993521,174.9030792
5:00 pm,Sun,Battery,Orewa,2023-01-15,1,-36.59694183,174.6993697
3:00 pm,Sun,Theft,Takanini West,2023-01-15,1,-37.03993521,174.9030792
12:00 pm,Sun,Theft,Takanini West,2023-01-15,1,-37.03993521,174.9030792
12:00 pm,Sun,Battery,Ranui Domain,2023-01-15,1,-36.86662572,174.6019653
4:00 am,Sun,Burglary,Mangere South,2023-01-15,1,-36.97769968,174.7816384
11:00 am,Sun,Theft,Manukau Central,2023-01-15,2,-37.00773558,174.8613954
1:00 pm,Sun,Theft,Highland Park,2023-01-15,1,-36.89887545,174.9075079
5:00 am,Sun,Burglary,Grange,2023-01-15,1,-36.95772661,174.8505906
7:00 pm,Sun,Theft,Highland Park,2023-01-15,2,-36.89887545,174.9075079
5:00 pm,Sun,Theft,Takanini North,2023-01-15,1,-37.03784145,174.9144793
2:00 pm,Sun,Theft,Pukekohe West,2023-01-15,1,-37.20528548,174.8987374
11:00 am,Sun,Theft,Puhinui North,2023-01-15,1,-36.98105863,174.8626275
9:00 am,Sun,Theft,Mangere Central,2023-01-15,2,-36.97181526,174.7988405
2:00 am,Sun,Theft,Manurewa Central,2023-01-15,1,-37.01393157,174.8873188
12:00 pm,Sun,Theft,Newton,2023-01-15,1,-36.85949012,174.7559234
8:00 pm,Sun,Theft,Waiuku East,2023-01-15,1,-37.24747792,174.7318433
7:00 pm,Sun,Theft,Takapuna Central,2023-01-15,1,-36.79208037,174.7732179
6:00 pm,Sun,Theft,Pukekohe North,2023-01-15,4,-37.19919774,174.9023929
1:00 pm,Sun,Theft,St Lukes,2023-01-15,1,-36.87619645,174.7349193
10:00 am,Sun,Theft,Surrey Crescent,2023-01-15,1,-36.86809736,174.7286649
10:00 am,Sun,Theft,Silverdale Central,2023-01-15,1,-36.63642339,174.6678234
5:00 pm,Sun,Theft,Akarana,2023-01-15,1,-36.91893232,174.7362633
4:00 pm,Sun,Theft,Waiheke Island,2023-01-15,1,-36.78294969,174.9978283
3:00 am,Sun,Battery,Newton,2023-01-15,1,-36.85881919,174.7584955
2:00 am,Sun,Theft,Birkdale North,2023-01-15,1,-36.79266957,174.7036471
3:00 pm,Sun,Theft,Penrose,2023-01-15,1,-36.91139598,174.8152562
5:00 pm,Sun,Battery,Muriwai Beach,2023-01-15,1,-36.83492265,174.4274484
12:00 pm,Sun,Burglary,Auckland Central West,2023-01-15,1,-36.84828715,174.7644706
9:00 pm,Sun,Theft,Auckland Central West,2023-01-15,3,-36.84828715,174.7644706
5:00 pm,Sun,Theft,Auckland Central West,2023-01-15,2,-36.84828715,174.7644706
5:00 pm,Sun,Theft,Puhinui South,2023-01-15,1,-36.99496552,174.8618397
10:00 am,Sun,Burglary,Half Moon Bay,2023-01-15,1,-36.88473634,174.8940302
10:00 am,Sun,Theft,Puhinui North,2023-01-15,1,-36.98350608,174.8575206
9:00 pm,Sun,Theft,Auckland Central West,2023-01-15,1,-36.84828715,174.7644706
11:00 am,Sun,Theft,Newmarket,2023-01-15,1,-36.86801922,174.7744191
3:00 pm,Sun,Theft,Epsom North,2023-01-15,1,-36.8726555,174.7756962
5:00 am,Sun,Theft,Westlake,2023-01-15,1,-36.79215759,174.7583964
10:00 am,Sun,Burglary,Point Chevalier East,2023-01-15,1,-36.86471933,174.7107922
10:00 am,Sun,Theft,Auckland Harbourside,2023-01-15,1,-36.84589383,174.7730315
12:00 pm,Sun,Theft,Manukau Central,2023-01-15,3,-36.99121216,174.8743641
4:00 pm,Sun,Theft,Manukau Central,2023-01-15,1,-36.99121216,174.8743641
2:00 pm,Sun,Theft,Manukau Central,2023-01-15,1,-36.99121216,174.8743641
9:00 am,Sun,Theft,Auckland Central West,2023-01-15,1,-36.85695662,174.7610484
9:00 am,Sun,Theft,Auckland Harbourside,2023-01-15,1,-36.84589383,174.7730315
1:00 am,Sun,Battery,Auckland Central West,2023-01-15,2,-36.85695662,174.7610484
3:00 pm,Sun,Burglary,Otahuhu West,2023-01-15,1,-36.95072931,174.8403787
4:00 pm,Sun,Theft,Te Papapa,2023-01-15,1,-36.92466649,174.8077562
12:00 am,Sun,Theft,Hauraki,2023-01-15,1,-36.79617419,174.7810466
11:00 pm,Sat,Battery,Auckland Central West,2023-01-14,1,-36.84565722,174.7655881
10:00 am,Sat,Battery,Fairburn,2023-01-14,1,-36.94562914,174.8547527
8:00 pm,Sat,Theft,Otahuhu West,2023-01-14,1,-36.9384705,174.8417732
9:00 am,Sat,Robbery,Golfland,2023-01-14,1,-36.92182872,174.9112755
8:00 pm,Sat,Theft,Favona West,2023-01-14,1,-36.95047911,174.7982003
7:00 pm,Sat,Theft,Parnell West,2023-01-14,1,-36.85829575,174.7736088
